Region,Country,Item Type,Sales Channel,Order ID,Units Sold,Unit Price,Unit Cost,Total Profit
Europe,Russia,Baby Food,Offline,996754205,574,255.28,159.42,55023.64
Middle East and North Africa,Pakistan,Vegetables,Offline,986159694,5423,154.06,90.93,342353.99
Asia,Turkmenistan,Household,Offline,624400937,2968,668.27,502.54,491886.64
Central America and the Caribbean,The Bahamas,Personal Care,Offline,386526763,713,81.73,56.67,17867.78
Sub-Saharan Africa,Gabon,Cosmetics,Online,367898499,8196,437.2,263.33,1425038.52
Europe,Germany,Cereal,Online,734189975,1984,205.7,117.11,175762.56
Sub-Saharan Africa,Togo,Cosmetics,Offline,371387517,674,437.2,263.33,117188.38
Europe,Belarus,Beverages,Online,935789954,9898,47.45,31.79,155002.68
Europe,Germany,Cereal,Online,104008615,7315,205.7,117.11,648035.85
Europe,Belarus,Beverages,Online,122967326,7619,47.45,31.79,119313.54
Middle East and North Africa,Kuwait,Baby Food,Online,159902417,7533,255.28,159.42,722113.38
North America,Greenland,Meat,Offline,352362716,813,421.89,364.69,46503.6
Sub-Saharan Africa,Central African Republic,Beverages,Online,458209550,3243,47.45,31.79,50785.38
Europe,Montenegro,Cereal,Offline,305616748,7642,205.7,117.11,677004.78
Europe,Malta,Office Supplies,Offline,243070638,8858,651.21,524.96,1118322.5
Sub-Saharan Africa,Cameroon,Personal Care,Offline,689370048,8771,81.73,56.67,219801.26
Middle East and North Africa,Egypt,Beverages,Offline,783626306,1293,47.45,31.79,20248.38
Middle East and North Africa,Lebanon,Beverages,Offline,635263240,7364,47.45,31.79,115320.24
Australia and Oceania,Tuvalu,Personal Care,Offline,874017179,9961,81.73,56.67,249622.66
Middle East and North Africa,Azerbaijan,Office Supplies,Online,399936950,9086,651.21,524.96,1147107.5
Middle East and North Africa,Jordan,Vegetables,Online,433383882,6776,154.06,90.93,427768.88
Australia and Oceania,Solomon Islands,Meat,Offline,465031802,2099,421.89,364.69,120062.8
Europe,Bulgaria,Clothes,Offline,505867040,6153,109.28,35.84,451876.32
Europe,France,Cosmetics,Online,637188422,7069,437.2,263.33,1229087.03
Middle East and North Africa,Algeria,Vegetables,Online,560607278,5006,154.06,90.93,316028.78
Middle East and North Africa,Israel,Cosmetics,Offline,948047435,7159,437.2,263.33,1244735.33
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,291745221,2749,437.2,263.33,477968.63
Sub-Saharan Africa,Benin,Baby Food,Online,754249465,8033,255.28,159.42,770043.38
Europe,San Marino,Cereal,Online,518421494,1296,205.7,117.11,114812.64
Middle East and North Africa,Pakistan,Baby Food,Online,537435138,7855,255.28,159.42,752980.3
Sub-Saharan Africa,Mali,Beverages,Online,484776723,5060,47.45,31.79,79239.6
Europe,United Kingdom,Fruits,Offline,104245078,7290,9.33,6.92,17568.9
Central America and the Caribbean,The Bahamas,Beverages,Offline,559951531,956,47.45,31.79,14970.96
Europe,Spain,Vegetables,Online,386319911,9501,154.06,90.93,599798.13
Sub-Saharan Africa,Madagascar,Vegetables,Offline,438086545,8399,154.06,90.93,530228.87
Europe,Cyprus,Baby Food,Online,740300261,153,255.28,159.42,14666.58
Sub-Saharan Africa,Mauritania,Baby Food,Offline,938322389,9301,255.28,159.42,891593.86
Europe,Macedonia,Office Supplies,Offline,747826755,7410,651.21,524.96,935512.5
Middle East and North Africa,Azerbaijan,Household,Online,404799687,8078,668.27,502.54,1338766.94
Europe,Romania,Personal Care,Offline,215540015,1935,81.73,56.67,48491.1
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,106659066,1643,81.73,56.67,41173.58
Europe,Kosovo,Vegetables,Offline,975080668,6893,154.06,90.93,435155.09
Europe,Bosnia and Herzegovina,Baby Food,Online,638041150,9410,255.28,159.42,902042.6
Europe,Greece,Cosmetics,Online,583089339,7948,437.2,263.33,1381918.76
Europe,Norway,Snacks,Online,118086564,3293,152.58,97.44,181576.02
Sub-Saharan Africa,Mauritius ,Office Supplies,Online,421206653,3264,651.21,524.96,412080
Central America and the Caribbean,Nicaragua,Clothes,Offline,490935933,7707,109.28,35.84,566002.08
Europe,Malta,Baby Food,Offline,296073234,3504,255.28,159.42,335893.44
Central America and the Caribbean,Saint Lucia,Baby Food,Online,325729882,9565,255.28,159.42,916900.9
Asia,Sri Lanka,Clothes,Online,239329707,1834,109.28,35.84,134688.96
North America,Mexico,Beverages,Offline,216609036,8282,47.45,31.79,129696.12
Asia,North Korea,Fruits,Offline,507616698,3916,9.33,6.92,9437.56
Central America and the Caribbean,Nicaragua,Vegetables,Online,982714021,5772,154.06,90.93,364386.36
Sub-Saharan Africa,Botswana,Clothes,Offline,682574832,7916,109.28,35.84,581351.04
Europe,Poland,Snacks,Online,968185460,6448,152.58,97.44,355542.72
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,570844733,4497,9.33,6.92,10837.77
Sub-Saharan Africa,Mauritius ,Baby Food,Online,542163980,7224,255.28,159.42,692492.64
Sub-Saharan Africa,Zambia,Meat,Online,204067027,6823,421.89,364.69,390275.6
Sub-Saharan Africa,Guinea,Clothes,Offline,298790204,7516,109.28,35.84,551975.04
Central America and the Caribbean,Nicaragua,Cereal,Online,738882339,558,205.7,117.11,49433.22
Central America and the Caribbean,Haiti,Cosmetics,Online,157204759,9236,437.2,263.33,1605863.32
Middle East and North Africa,Qatar,Fruits,Offline,856931293,3867,9.33,6.92,9319.47
Sub-Saharan Africa,Tanzania,Snacks,Offline,261548268,6800,152.58,97.44,374952
Europe,Kosovo,Baby Food,Offline,364854514,7413,255.28,159.42,710610.18
Europe,Luxembourg,Cosmetics,Online,980961358,7120,437.2,263.33,1237954.4
Asia,Japan,Cosmetics,Offline,194292628,4361,437.2,263.33,758247.07
Middle East and North Africa,Qatar,Vegetables,Offline,209584653,9611,154.06,90.93,606742.43
Europe,France,Fruits,Offline,601886260,374,9.33,6.92,901.34
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,566558778,6187,437.2,263.33,1075733.69
Sub-Saharan Africa,Eritrea,Personal Care,Offline,269276034,3617,81.73,56.67,90642.02
Middle East and North Africa,Jordan,Office Supplies,Offline,396024358,1263,651.21,524.96,159453.75
Sub-Saharan Africa,Togo,Cereal,Offline,803102576,4754,205.7,117.11,421156.86
Sub-Saharan Africa,Burundi,Office Supplies,Online,967122018,1752,651.21,524.96,221190
Sub-Saharan Africa,Ethiopia,Personal Care,Online,435006511,6948,81.73,56.67,174116.88
Middle East and North Africa,Iran,Vegetables,Online,173992383,7067,154.06,90.93,446139.71
Europe,Poland,Household,Online,321628463,5864,668.27,502.54,971840.72
Australia and Oceania,Palau,Cereal,Offline,635776078,9125,205.7,117.11,808383.75
Europe,Portugal,Meat,Online,944609057,9666,421.89,364.69,552895.2
Central America and the Caribbean,El Salvador,Vegetables,Online,696613729,2337,154.06,90.93,147534.81
Europe,Malta,Cosmetics,Offline,310588920,9018,437.2,263.33,1567959.66
Sub-Saharan Africa,South Sudan,Office Supplies,Online,725645959,3620,651.21,524.96,457025
Europe,Armenia,Meat,Offline,251208674,7084,421.89,364.69,405204.8
Sub-Saharan Africa,Senegal,Personal Care,Online,417013394,2385,81.73,56.67,59768.1
Middle East and North Africa,Morocco,Beverages,Online,123108947,9528,47.45,31.79,149208.48
Sub-Saharan Africa,Nigeria,Personal Care,Online,589856660,548,81.73,56.67,13732.88
Central America and the Caribbean,Nicaragua,Clothes,Online,407930362,4514,109.28,35.84,331508.16
Europe,Greece,Fruits,Online,488316380,2523,9.33,6.92,6080.43
Middle East and North Africa,Oman,Cereal,Offline,912313544,2706,205.7,117.11,239724.54
Middle East and North Africa,Syria,Beverages,Online,481533181,5224,47.45,31.79,81807.84
Sub-Saharan Africa,Togo,Personal Care,Online,767899119,7269,81.73,56.67,182161.14
Europe,Vatican City,Clothes,Online,263647687,8064,109.28,35.84,592220.16
Sub-Saharan Africa,Senegal,Beverages,Online,231327712,3865,47.45,31.79,60525.9
Europe,Switzerland,Personal Care,Offline,653800523,2958,81.73,56.67,74127.48
Europe,Sweden,Cosmetics,Online,684239947,661,437.2,263.33,114928.07
Sub-Saharan Africa,Eritrea,Cereal,Offline,896132314,4321,205.7,117.11,382797.39
Europe,Vatican City,Personal Care,Online,133276450,8318,81.73,56.67,208449.08
Asia,Indonesia,Clothes,Offline,459783685,9065,109.28,35.84,665733.6
Sub-Saharan Africa,Rwanda,Clothes,Online,410077846,2,109.28,35.84,146.88
Europe,Moldova ,Personal Care,Offline,838895261,6605,81.73,56.67,165521.3
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,871284759,1377,154.06,90.93,86930.01
Middle East and North Africa,Qatar,Household,Offline,152607667,8855,668.27,502.54,1467539.15
Europe,Denmark,Meat,Online,198537814,606,421.89,364.69,34663.2
Australia and Oceania,Tonga,Meat,Offline,345061528,229,421.89,364.69,13098.8
Central America and the Caribbean,Grenada,Vegetables,Offline,898477637,8354,154.06,90.93,527388.02
Europe,Slovenia,Meat,Online,885397469,7642,421.89,364.69,437122.4
Europe,Hungary,Personal Care,Offline,302744853,7785,81.73,56.67,195092.1
Sub-Saharan Africa,Mauritius ,Beverages,Online,567756116,506,47.45,31.79,7923.96
Sub-Saharan Africa,Mauritius ,Beverages,Online,467980086,4562,47.45,31.79,71440.92
Middle East and North Africa,Syria,Personal Care,Online,211278092,737,81.73,56.67,18469.22
Europe,Greece,Office Supplies,Online,975823962,6850,651.21,524.96,864812.5
Europe,Denmark,Cosmetics,Offline,860104024,2749,437.2,263.33,477968.63
Sub-Saharan Africa,Cape Verde,Cosmetics,Online,732917106,5313,437.2,263.33,923771.31
Sub-Saharan Africa,Sudan,Cereal,Online,183374536,3455,205.7,117.11,306078.45
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,670900142,3116,255.28,159.42,298699.76
Australia and Oceania,Kiribati,Meat,Online,575230252,2269,421.89,364.69,129786.8
Central America and the Caribbean,Panama,Office Supplies,Offline,146413695,5921,651.21,524.96,747526.25
Sub-Saharan Africa,Mali,Fruits,Offline,154811799,1106,9.33,6.92,2665.46
Sub-Saharan Africa,Sao Tome and Principe,Household,Online,541098392,1893,668.27,502.54,313726.89
Asia,Kazakhstan,Baby Food,Online,866259801,4380,255.28,159.42,419866.8
Asia,North Korea,Clothes,Offline,761594855,1697,109.28,35.84,124627.68
Europe,Montenegro,Cosmetics,Offline,378714883,9005,437.2,263.33,1565699.35
Middle East and North Africa,Azerbaijan,Personal Care,Online,839543712,8496,81.73,56.67,212909.76
Asia,North Korea,Beverages,Online,186317670,4394,47.45,31.79,68810.04
Europe,France,Personal Care,Offline,131585586,7954,81.73,56.67,199327.24
Middle East and North Africa,Iran,Fruits,Offline,208208787,2462,9.33,6.92,5933.42
Asia,Kazakhstan,Baby Food,Offline,919361102,8235,255.28,159.42,789407.1
Europe,Greece,Personal Care,Online,588528859,7623,81.73,56.67,191032.38
Australia and Oceania,East Timor,Beverages,Offline,309510886,4,47.45,31.79,62.64
Europe,Macedonia,Meat,Online,796418511,6791,421.89,364.69,388445.2
Australia and Oceania,Australia,Cosmetics,Offline,133675563,6424,437.2,263.33,1116940.88
Europe,Kosovo,Cosmetics,Online,526018369,9379,437.2,263.33,1630726.73
Middle East and North Africa,Kuwait,Cosmetics,Online,648495757,3160,437.2,263.33,549429.2
Central America and the Caribbean,Dominica,Vegetables,Offline,596469056,7303,154.06,90.93,461038.39
Middle East and North Africa,Jordan,Fruits,Online,535612094,8376,9.33,6.92,20186.16
North America,Mexico,Snacks,Offline,251911199,4977,152.58,97.44,274431.78
Central America and the Caribbean,Belize,Office Supplies,Offline,501665198,2735,651.21,524.96,345293.75
Asia,Malaysia,Beverages,Offline,761485421,9313,47.45,31.79,145841.58
Middle East and North Africa,United Arab Emirates,Meat,Offline,578295695,9402,421.89,364.69,537794.4
Middle East and North Africa,Pakistan,Snacks,Offline,919332349,9726,152.58,97.44,536291.64
Europe,Montenegro,Beverages,Offline,122144210,4041,47.45,31.79,63282.06
Europe,Belarus,Office Supplies,Offline,644592607,8131,651.21,524.96,1026538.75
North America,Greenland,Cereal,Offline,514851367,4815,205.7,117.11,426560.85
Sub-Saharan Africa,Niger,Vegetables,Offline,981406819,8942,154.06,90.93,564508.46
Middle East and North Africa,Pakistan,Beverages,Offline,663057792,2390,47.45,31.79,37427.4
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Online,498915612,9072,205.7,117.11,803688.48
Europe,Moldova ,Fruits,Online,598404109,9929,9.33,6.92,23928.89
Sub-Saharan Africa,Lesotho,Household,Offline,691259610,7935,668.27,502.54,1315067.55
Europe,Czech Republic,Personal Care,Online,577530944,3095,81.73,56.67,77560.7
North America,United States of America,Cereal,Offline,577579438,7446,205.7,117.11,659641.14
Europe,Finland,Fruits,Offline,182078921,54,9.33,6.92,130.14
Europe,Serbia,Baby Food,Online,302015721,2018,255.28,159.42,193445.48
Middle East and North Africa,Afghanistan,Fruits,Online,118688666,1469,9.33,6.92,3540.29
Europe,Latvia,Clothes,Offline,233709084,8566,109.28,35.84,629087.04
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,419000804,504,154.06,90.93,31817.52
Europe,Estonia,Meat,Offline,966800153,6505,421.89,364.69,372086
Asia,Singapore,Baby Food,Online,439655959,2823,255.28,159.42,270612.78
Central America and the Caribbean,Grenada,Cosmetics,Offline,620429551,7746,437.2,263.33,1346797.02
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,662294757,6591,81.73,56.67,165170.46
Sub-Saharan Africa,Ethiopia,Office Supplies,Offline,238737905,6706,651.21,524.96,846632.5
Central America and the Caribbean,Dominican Republic,Cereal,Offline,893557822,2471,205.7,117.11,218905.89
Central America and the Caribbean,Belize,Household,Offline,190865838,298,668.27,502.54,49387.54
Middle East and North Africa,Turkey,Vegetables,Online,265085780,3628,154.06,90.93,229035.64
Asia,Tajikistan,Baby Food,Offline,170953977,7936,255.28,159.42,760744.96
Asia,China,Clothes,Offline,833519256,5725,109.28,35.84,420444
Sub-Saharan Africa,Chad,Office Supplies,Offline,998142945,1533,651.21,524.96,193541.25
Europe,Bulgaria,Clothes,Online,380498874,6927,109.28,35.84,508718.88
Sub-Saharan Africa,Sierra Leone,Meat,Offline,116573369,5505,421.89,364.69,314886
Sub-Saharan Africa,Malawi,Fruits,Offline,512665259,7898,9.33,6.92,19034.18
Europe,Luxembourg,Personal Care,Offline,595385873,6765,81.73,56.67,169530.9
Europe,Luxembourg,Cereal,Online,361659038,1801,205.7,117.11,159550.59
Europe,Kosovo,Baby Food,Online,328721082,4728,255.28,159.42,453226.08
Europe,Denmark,Clothes,Offline,184120833,4301,109.28,35.84,315865.44
Asia,Singapore,Meat,Online,135719621,1307,421.89,364.69,74760.4
Australia and Oceania,Samoa ,Personal Care,Offline,461691272,3562,81.73,56.67,89263.72
Asia,Philippines,Snacks,Offline,160522115,916,152.58,97.44,50508.24
Asia,China,Meat,Online,101010978,248,421.89,364.69,14185.6
Middle East and North Africa,Iraq,Vegetables,Online,772269189,469,154.06,90.93,29607.97
Europe,Liechtenstein,Vegetables,Offline,933720576,7523,154.06,90.93,474926.99
Europe,Latvia,Cosmetics,Online,765101468,9382,437.2,263.33,1631248.34
Europe,Armenia,Household,Offline,516460692,1051,668.27,502.54,174182.23
Asia,North Korea,Fruits,Online,958159577,9566,9.33,6.92,23054.06
Asia,Nepal,Household,Offline,230871951,8996,668.27,502.54,1490907.08
Sub-Saharan Africa,Cape Verde,Fruits,Online,595584142,5438,9.33,6.92,13105.58
Europe,Ukraine,Meat,Offline,783594977,2022,421.89,364.69,115658.4
Asia,Tajikistan,Personal Care,Online,946515786,3910,81.73,56.67,97984.6
Europe,Romania,Snacks,Online,406270396,3293,152.58,97.44,181576.02
Europe,Kosovo,Vegetables,Online,805095136,4396,154.06,90.93,277519.48
Asia,Thailand,Fruits,Offline,255538833,8474,9.33,6.92,20422.34
Sub-Saharan Africa,Madagascar,Office Supplies,Online,990462815,8812,651.21,524.96,1112515
Australia and Oceania,Australia,Baby Food,Offline,813040912,5728,255.28,159.42,549086.08
Sub-Saharan Africa,Tanzania,Personal Care,Online,746759450,1571,81.73,56.67,39369.26
Europe,United Kingdom,Cereal,Online,985417258,5720,205.7,117.11,506734.8
Europe,Serbia,Cereal,Offline,443125665,9586,205.7,117.11,849223.74
Sub-Saharan Africa,Seychelles ,Vegetables,Offline,804308497,1613,154.06,90.93,101828.69
Central America and the Caribbean,Honduras,Cosmetics,Online,673702085,2273,437.2,263.33,395206.51
Asia,Sri Lanka,Fruits,Offline,526355254,9071,9.33,6.92,21861.11
Central America and the Caribbean,Dominican Republic,Clothes,Offline,457629334,1544,109.28,35.84,113391.36
Sub-Saharan Africa,Central African Republic,Cereal,Offline,633198153,6260,205.7,117.11,554573.4
Australia and Oceania,New Zealand,Office Supplies,Offline,839048039,1815,651.21,524.96,229143.75
Europe,Belgium,Beverages,Online,931477820,3841,47.45,31.79,60150.06
Europe,United Kingdom,Personal Care,Offline,387098824,9999,81.73,56.67,250574.94
Sub-Saharan Africa,Niger,Meat,Online,552834880,4981,421.89,364.69,284913.2
Europe,Denmark,Meat,Offline,595922315,5510,421.89,364.69,315172
Europe,Slovakia,Office Supplies,Online,653909957,5342,651.21,524.96,674427.5
Sub-Saharan Africa,Burundi,Beverages,Online,484659135,263,47.45,31.79,4118.58
Sub-Saharan Africa,Burkina Faso,Snacks,Online,816343677,3090,152.58,97.44,170382.6
Asia,Turkmenistan,Personal Care,Online,197449910,8671,81.73,56.67,217295.26
Asia,Myanmar,Snacks,Offline,846776664,8887,152.58,97.44,490029.18
Europe,Serbia,Beverages,Offline,103435266,7648,47.45,31.79,119767.68
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,776849544,5898,9.33,6.92,14214.18
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,796755826,6609,255.28,159.42,633538.74
Europe,Sweden,Meat,Offline,863202941,9787,421.89,364.69,559816.4
Europe,Cyprus,Clothes,Offline,396552217,7468,109.28,35.84,548449.92
Asia,Taiwan,Beverages,Offline,687477481,8719,47.45,31.79,136539.54
Sub-Saharan Africa,Benin,Snacks,Online,846965062,4638,152.58,97.44,255739.32
Middle East and North Africa,Afghanistan,Personal Care,Online,956313788,3356,81.73,56.67,84101.36
Central America and the Caribbean,Haiti,Clothes,Offline,717134988,5034,109.28,35.84,369696.96
Europe,United Kingdom,Cosmetics,Offline,801352488,6864,437.2,263.33,1193443.68
Middle East and North Africa,Libya,Office Supplies,Offline,601202619,8070,651.21,524.96,1018837.5
Europe,Luxembourg,Fruits,Online,479234206,4906,9.33,6.92,11823.46
Sub-Saharan Africa,The Gambia,Baby Food,Offline,418308579,5659,255.28,159.42,542471.74
Middle East and North Africa,Turkey,Cosmetics,Offline,471599566,5647,437.2,263.33,981843.89
Sub-Saharan Africa,Mauritania,Baby Food,Online,312593495,2217,255.28,159.42,212521.62
